1000, 163840, 1, 0, 0
2001, 158720, 1, 0, 0
3002, 160768, 1, 0, 0
4003, 143360, 1, 0, 0
5004, 162816, 1, 0, 0
6004, 140288, 1, 0, 0
7005, 161792, 1, 0, 0
8006, 143360, 1, 0, 0
9006, 158720, 1, 0, 0
10007, 137216, 1, 0, 0
11008, 163840, 1, 0, 0
12009, 161792, 1, 0, 0
13009, 148480, 1, 0, 0
14010, 161792, 1, 0, 0
15011, 145408, 1, 0, 0
16011, 160768, 1, 0, 0
17012, 157696, 1, 0, 0
18013, 159744, 1, 0, 0
19014, 130048, 1, 0, 0
20014, 156672, 1, 0, 0
21015, 155648, 1, 0, 0
22016, 154624, 1, 0, 0
23016, 125952, 1, 0, 0
24017, 161792, 1, 0, 0
25018, 131072, 1, 0, 0
26018, 157696, 1, 0, 0
27019, 138240, 1, 0, 0
28020, 153600, 1, 0, 0
29021, 143360, 1, 0, 0
30021, 156672, 1, 0, 0
31022, 160768, 1, 0, 0
32023, 152576, 1, 0, 0
33024, 154624, 1, 0, 0
34024, 160768, 1, 0, 0
35025, 158720, 1, 0, 0
36026, 154624, 1, 0, 0
37026, 153600, 1, 0, 0
38027, 138240, 1, 0, 0
39028, 155648, 1, 0, 0
40029, 160768, 1, 0, 0
41029, 160768, 1, 0, 0
42030, 174080, 1, 0, 0
43031, 181248, 1, 0, 0
44032, 152576, 1, 0, 0
45032, 182272, 1, 0, 0
46033, 201728, 1, 0, 0
47034, 247808, 1, 0, 0
48035, 239616, 1, 0, 0
49035, 235520, 1, 0, 0
50036, 135168, 1, 0, 0
51037, 190464, 1, 0, 0
52037, 155648, 1, 0, 0
53038, 147456, 1, 0, 0
54039, 211968, 1, 0, 0
55040, 139264, 1, 0, 0
56040, 161792, 1, 0, 0
57041, 186368, 1, 0, 0
58042, 210944, 1, 0, 0
59043, 152576, 1, 0, 0
60043, 146432, 1, 0, 0
61044, 123904, 1, 0, 0
62045, 157696, 1, 0, 0
63045, 158720, 1, 0, 0
64046, 159744, 1, 0, 0
65046, 155648, 1, 0, 0
66047, 139264, 1, 0, 0
67048, 150528, 1, 0, 0
68048, 155648, 1, 0, 0
69049, 159744, 1, 0, 0
70049, 157696, 1, 0, 0
71050, 155648, 1, 0, 0
72051, 148480, 1, 0, 0
73051, 155648, 1, 0, 0
74052, 150528, 1, 0, 0
75052, 137216, 1, 0, 0
76053, 140288, 1, 0, 0
77054, 150528, 1, 0, 0
78054, 152576, 1, 0, 0
79055, 150528, 1, 0, 0
80055, 155648, 1, 0, 0
81056, 150528, 1, 0, 0
82057, 153600, 1, 0, 0
83057, 158720, 1, 0, 0
84058, 141312, 1, 0, 0
85058, 145408, 1, 0, 0
86058, 157853, 1, 0, 0
87058, 137216, 1, 0, 0
88058, 137353, 1, 0, 0
89058, 154624, 1, 0, 0
90058, 137353, 1, 0, 0
91058, 154624, 1, 0, 0
92058, 185529, 1, 0, 0
93058, 149504, 1, 0, 0
94058, 194754, 1, 0, 0
95058, 152576, 1, 0, 0
96058, 133253, 1, 0, 0
97058, 157696, 1, 0, 0
98058, 150678, 1, 0, 0
99058, 147456, 1, 0, 0
100058, 143503, 1, 0, 0
101058, 146432, 1, 0, 0
102058, 152728, 1, 0, 0
103058, 131072, 1, 0, 0
104057, 144528, 1, 0, 0
105058, 144384, 1, 0, 0
106057, 151703, 1, 0, 0
107058, 143360, 1, 0, 0
108057, 130178, 1, 0, 0
109058, 145408, 1, 0, 0
110057, 148628, 1, 0, 0
111058, 144384, 1, 0, 0
112057, 142478, 1, 0, 0
113058, 128000, 1, 0, 0
114057, 143503, 1, 0, 0
115058, 138240, 1, 0, 0
