1001, 303824, 1, 0, 0
2001, 301056, 1, 0, 0
3002, 260096, 1, 0, 0
4003, 310272, 1, 0, 0
5004, 310272, 1, 0, 0
6004, 306176, 1, 0, 0
7005, 310272, 1, 0, 0
8005, 318464, 1, 0, 0
9006, 282624, 1, 0, 0
10007, 266240, 1, 0, 0
11007, 324608, 1, 0, 0
12008, 287744, 1, 0, 0
13009, 315392, 1, 0, 0
14009, 322560, 1, 0, 0
15010, 318464, 1, 0, 0
16011, 254976, 1, 0, 0
17011, 306176, 1, 0, 0
18012, 288768, 1, 0, 0
19012, 282906, 1, 0, 0
20011, 312632, 1, 0, 0
21012, 308224, 1, 0, 0
22012, 317757, 1, 0, 0
23012, 275456, 1, 0, 0
24013, 306176, 1, 0, 0
25013, 305152, 1, 0, 0
26014, 310272, 1, 0, 0
27015, 315392, 1, 0, 0
28015, 261120, 1, 0, 0
29016, 281600, 1, 0, 0
30017, 260096, 1, 0, 0
31017, 301056, 1, 0, 0
32018, 263168, 1, 0, 0
33019, 238592, 1, 0, 0
34019, 303104, 1, 0, 0
35020, 305152, 1, 0, 0
36021, 322560, 1, 0, 0
37021, 308224, 1, 0, 0
38022, 317440, 1, 0, 0
39023, 233472, 1, 0, 0
40023, 272384, 1, 0, 0
41024, 284672, 1, 0, 0
42025, 297984, 1, 0, 0
43025, 302080, 1, 0, 0
44026, 246784, 1, 0, 0
45027, 250880, 1, 0, 0
46027, 296960, 1, 0, 0
47028, 277504, 1, 0, 0
48029, 280576, 1, 0, 0
49029, 240640, 1, 0, 0
50030, 315392, 1, 0, 0
51031, 324608, 1, 0, 0
52031, 306176, 1, 0, 0
53032, 293888, 1, 0, 0
54033, 235520, 1, 0, 0
55033, 277504, 1, 0, 0
56034, 280576, 1, 0, 0
57035, 295936, 1, 0, 0
58035, 310272, 1, 0, 0
59036, 295936, 1, 0, 0
60037, 232448, 1, 0, 0
61037, 308224, 1, 0, 0
62038, 294912, 1, 0, 0
63039, 305152, 1, 0, 0
64039, 304128, 1, 0, 0
65040, 263168, 1, 0, 0
66041, 316416, 1, 0, 0
67041, 313344, 1, 0, 0
68042, 300032, 1, 0, 0
69043, 256000, 1, 0, 0
70043, 303104, 1, 0, 0
71044, 311296, 1, 0, 0
72045, 309248, 1, 0, 0
73045, 314368, 1, 0, 0
74046, 254976, 1, 0, 0
75047, 269312, 1, 0, 0
76047, 310272, 1, 0, 0
77048, 288768, 1, 0, 0
78049, 302080, 1, 0, 0
79049, 220160, 1, 0, 0
80050, 308224, 1, 0, 0
81051, 318464, 1, 0, 0
82051, 312320, 1, 0, 0
83052, 311296, 1, 0, 0
84053, 263168, 1, 0, 0
85053, 315392, 1, 0, 0
86054, 321536, 1, 0, 0
87055, 301056, 1, 0, 0
88055, 306176, 1, 0, 0
89056, 261120, 1, 0, 0
90057, 322560, 1, 0, 0
91057, 272384, 1, 0, 0
92058, 301056, 1, 0, 0
93059, 319488, 1, 0, 0
94059, 312320, 1, 0, 0
95060, 254976, 1, 0, 0
96061, 305152, 1, 0, 0
97061, 315392, 1, 0, 0
98062, 316416, 1, 0, 0
99063, 271360, 1, 0, 0
100063, 311296, 1, 0, 0
101064, 303104, 1, 0, 0
102065, 303104, 1, 0, 0
103065, 277504, 1, 0, 0
104066, 282624, 1, 0, 0
105066, 318464, 1, 0, 0
106067, 267264, 1, 0, 0
107068, 307200, 1, 0, 0
108069, 312320, 1, 0, 0
109069, 313344, 1, 0, 0
110070, 254976, 1, 0, 0
111071, 322560, 1, 0, 0
112071, 319488, 1, 0, 0
113072, 318464, 1, 0, 0
114073, 260096, 1, 0, 0
115073, 319488, 1, 0, 0
116074, 301056, 1, 0, 0
117075, 309248, 1, 0, 0
118075, 263168, 1, 0, 0
119076, 304128, 1, 0, 0
120077, 274432, 1, 0, 0
121077, 301056, 1, 0, 0
122078, 309248, 1, 0, 0
123079, 311296, 1, 0, 0
