999, 140, 0, 0, 0
1999, 112, 0, 0, 0
2999, 128, 0, 0, 0
3999, 112, 0, 0, 0
4999, 112, 0, 0, 0
5999, 128, 0, 0, 0
6999, 112, 0, 0, 0
7999, 128, 0, 0, 0
8999, 112, 0, 0, 0
9999, 112, 0, 0, 0
10999, 128, 0, 0, 0
11999, 112, 0, 0, 0
12999, 112, 0, 0, 0
13999, 124, 0, 0, 0
14999, 116, 0, 0, 0
15999, 112, 0, 0, 0
17000, 116, 0, 0, 0
17999, 124, 0, 0, 0
18999, 112, 0, 0, 0
19999, 112, 0, 0, 0
20999, 116, 0, 0, 0
21999, 124, 0, 0, 0
22999, 112, 0, 0, 0
23999, 112, 0, 0, 0
24999, 128, 0, 0, 0
25999, 112, 0, 0, 0
26999, 112, 0, 0, 0
27999, 112, 0, 0, 0
28999, 112, 0, 0, 0
29999, 128, 0, 0, 0
30999, 112, 0, 0, 0
31999, 112, 0, 0, 0
32999, 116, 0, 0, 0
33999, 124, 0, 0, 0
34999, 116, 0, 0, 0
36000, 124, 0, 0, 0
36999, 100, 0, 0, 0
37999, 124, 0, 0, 0
38999, 100, 0, 0, 0
39999, 116, 0, 0, 0
40999, 120, 0, 0, 0
41999, 116, 0, 0, 0
42999, 112, 0, 0, 0
43999, 112, 0, 0, 0
44999, 112, 0, 0, 0
46000, 124, 0, 0, 0
46999, 100, 0, 0, 0
47999, 124, 0, 0, 0
48999, 112, 0, 0, 0
49999, 112, 0, 0, 0
50999, 112, 0, 0, 0
51999, 116, 0, 0, 0
52999, 108, 0, 0, 0
53999, 116, 0, 0, 0
54999, 108, 0, 0, 0
55999, 128, 0, 0, 0
56999, 112, 0, 0, 0
57999, 124, 0, 0, 0
58999, 116, 0, 0, 0
59999, 116, 0, 0, 0
60999, 124, 0, 0, 0
61999, 116, 0, 0, 0
62999, 124, 0, 0, 0
63999, 112, 0, 0, 0
64999, 128, 0, 0, 0
65999, 112, 0, 0, 0
66999, 112, 0, 0, 0
67999, 112, 0, 0, 0
68999, 112, 0, 0, 0
